date,btc_open,btc_close,btc_volume,nasdaq_close,nyse_close,sp_close
2022-01-12,42742.179688,43949.101563,33499938689,15188.3896484375,17353.759765625,4726.35009765625
2022-01-13,43946.742188,42591.570313,47691135082,14806.8095703125,17259.01953125,4659.02978515625
2022-01-14,42598.871094,43099.699219,23577403399,14893.75,17219.060546875,4662.85009765625
2022-01-15,43101.898438,43177.398438,18371348298,,,
2022-01-16,43172.039063,43113.878906,17902097845,,,
2022-01-17,43118.121094,42250.550781,21690904261,,,
2022-01-18,42250.074219,42375.632813,22417209227,14506.900390625,16950.91015625,4577.10986328125
2022-01-19,42374.039063,41744.328125,23091543258,14340.259765625,16818.98046875,4532.759765625
2022-01-20,41744.027344,40680.417969,20382033940,14154.01953125,16663.76953125,4482.72998046875
2022-01-21,40699.605469,36457.316406,43011992031,13768.919921875,16397.33984375,4397.93994140625
2022-01-22,36471.589844,35030.25,39714385405,,,
2022-01-23,35047.359375,36276.804688,26017975951,,,
2022-01-24,36275.734375,36654.328125,41856658597,13855.1298828125,16413.970703125,4410.1298828125
2022-01-25,36654.804688,36954.003906,26428189594,13539.2900390625,16340.3203125,4356.4501953125
2022-01-26,36950.515625,36852.121094,31324598034,13542.1201171875,16236.509765625,4349.93017578125
2022-01-27,36841.878906,37138.234375,25041426629,13352.7802734375,16152.1201171875,4326.509765625
2022-01-28,37128.445313,37784.332031,22238830523,13770.5703125,16397.859375,4431.85009765625
2022-01-29,37780.714844,38138.179688,17194183075,,,
2022-01-30,38151.917969,37917.601563,14643548444,,,
2022-01-31,37920.28125,38483.125,20734730465,14239.8798828125,16659.76953125,4515.5498046875
